title,name,url,lat,long,artist,description,artist_state,address,img_link 
Double Blind," ""Vancouver Community College: Broadway Campus""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=493&Neighbourhood=&Ownership=&Program=, -123.08035953817,49.26330309,['Antonia Hirsch'],"Double Blind is a large-scale sculptural installation by Antonia Hirsch, commissioned for the atrium of the new Vancouver Community College’s Broadway Campus Phase One Expansion building. Spanning four stories of the building, Double Blind  translates a Snellen, or eye, chart into Braille by using dome mirrors in order to emulate the raised dots of Braille script.

Dome mirrors are endemic to public spaces and can be found in pedestrian underpasses, hospital corridors, and in commercial retail contexts. They are used for surveillance as well as for the prevention of collisions in pedestrian traffic flow. Public space is often highly contested since it must typically answer to the idealist demands of communal space while also satisfying the concerns for public safety that are frequently associated with control and surveillance. Like many atriums, the new Vancouver Community College’s interior public space has a panoptic tendency: emphasizing ‘insight’ into various interior spaces from specific vantage points. This panoptic tendency is echoed in the domed mirrors, each reflecting a 360° view of the surrounding space.

Double Blind deliberately and emphatically utilizes elements that are commonly found in public space and re-purposes them, thereby highlighting the quality of the space itself, rather than offering a pictorial escape from its reality. Double Blind queries the interlinked ideas of seeing and controlling, acknowledging the importance of the context in which information is acquired and processed, whether that context is a scientific doctrine, social matrix, or language system.

This sculptural work is accompanied by a T-shirt multiple that echoes the installation’s oxymoronic premise: those who can see the work likely don’t read braille, and those who read braille can probably not see the work.

On the back of each T-shirt, an eye chart is rendered in raised letters. Though reproduced in a colour identical to that of the shirt and thereby nearly invisible, the characters are tangible. Conversely, the front of each shirt mirrors the installation’s graphic arrangement in reflective foil, yet these braille dots are entirely two-dimensional, visible, but not available through touch.",See 'Description of Work'.,1120 East 7th Avenue,https://app.vancouver.ca/publicart_net/Img/jpg/493.jpg
Flame of Peace," ""Seaforth Park""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=361&Neighbourhood=&Ownership=&Program=, -123.145862,49.272017,['Sam Carter'],"A bronze cauldron contains the flame that is also the source of the water that surrounds the flame. The cauldron rests on a granite slab supported by a granite boulder. In the original plan, twelve other boulders surround the monument.",, (south end of Burrard Bridge),
Untitled (mural)," ""Heritage Hall""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=160&Neighbourhood=&Ownership=&Program=, -123.100841,49.25734,['Wade Baker'],This mural works with the architectural elements to creates the illusion of a plaza extending out and overlooking a Mediterranean city.,, 3102 Main Street,https://app.vancouver.ca/publicart_net/Img/jpg/160.jpg
Queen Elizabeth Plaza Centennial Fountain," ""Queen Elizabeth Theatre Plaza""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=38&Neighbourhood=&Ownership=&Program=, -123.113307,49.280087,['Gerhard Class'],"A modernist sculpture representing two spheres, one inside the other, with water flowing from the interior sphere.","The original design was to be two granite figures, one male and one female, representing immigrants, .... (source: E.Godley, The Greater Vancouver Book), p210)", West Georgia & Hamilton Street,https://app.vancouver.ca/publicart_net/Img/jpg/038.jpg
Untitled," ""Mercantile Bank""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=10&Neighbourhood=&Ownership=&Program=, -123.117833656523,49.28573477,['Lionel Thomas'],,,540 Burrard Street,
Woodland Circles," ""Queen Elizabeth Elementary School""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=256&Neighbourhood=&Ownership=&Program=, -123.193971,49.248834,['Elizabeth Roy'],"Cement circles with stone and copper elements on the surface, installed flush with the ground.",, 4275 Crown Street,https://app.vancouver.ca/publicart_net/Img/jpg/256.jpg
Community Walls/Community Voices," ""Commercial Drive""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=403&Neighbourhood=&Ownership=&Program=, -123.070049,49.25661,['Richard Tetrault'],"A concrete relief mural with twenty-eight mosaic medallions ranging from 2 to 10' high are installed along a 170 meter (500 foot) long concrete retaining wall which borders Clark Park on Commercial Drive between 14th and 18th Avenues.  The mosaics reflect the broad, multicultural community of Cedar Cottage and Trout Lake and highlight the Aboriginal community of East Vancouver. The theme of the work is Origins. One of the mosaics represents Dolcie and Vera Smith who grew up in the neighbourhood. It integrates photographs and fragments of china found in the back yard of the home. The three artists who coordinated the project did one mosaic - a montage of hands and tools representing  the kinds of work in the area.","Over 300 volunteers representing a multicultural and multigenerational group worked with the artists for six months to design and create the mosaics in this project coordinated by the Native Education Centre.  A number of groups participated including Youth Against Violence, Purple Thistle Youth, Trout Lake Seniors, Eastside Alternative School and Fort Good Hope, and the NWT youth organization in Vancouver on an exchange program. The artists worked with participants to design the mosaics and they did the tile work. Here are a few comments from a listing of the mosaics and individual statements: ""Swirl of Creation by Shelly Schnee, family and friends: Each child involved got to pick an animal to represent their origins. Parker picked Ogopogo to represent his dad's upbringing in Vernon. Conner picked Dolphins to represent our feeling of coming from the ocean. Melida picked the Quetzal to represent her family's Latin heritage.  We translated our political words 'Community, Struggle, and Freedom into Spanish, as well as to tie the two heritages together.""  ""Community by Nancy Sweedler and Allyson Prendergast:  My mosaic circle represents what dominates my physical space and heart.  It shows my house and the complex of houses that I live in, the greenery that surrounds us, the sky train that rushes through the neighbourhood (I live almost under it with my son Jake) and, central to everything, the people of all races and nationalities that I love and live amongst.  It is a pretty basic concept, but it means everything to me.""", 3200 block of Commercial Drive,https://app.vancouver.ca/publicart_net/Img/jpg/403.jpg
Canada Geese in Flight," ""Pender Place""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=72&Neighbourhood=&Ownership=&Program=, -123.115651,49.284826,['Robert Dow Reid'],,, 700 West Pender Street,https://app.vancouver.ca/publicart_net/Img/jpg/072.jpg
Home," ""Britannia Community Services Centre""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=692&Neighbourhood=&Ownership=&Program=, -123.071951204756,49.27476652,['Aaron Nelson-Moody'],"Aaron Nelson-Moody led this youth mentorship program to create a housepost. The artist likens the process of revealing the spirit of the post through carving, to the removal of personal barriers and discovering our own spirits. The post depicts an eagle, salmon, and canoe. It was created as part of the 2010 Olympic and Paralympic Winter Games Venues’ Aboriginal Art Program.",,1661 Napier Street,
Lying on top of a building the clouds looked no nearer than when I was lying on the streetâ€¦," ""Fairmont Pacific Rim Vancouver""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=543&Neighbourhood=&Ownership=&Program=, -123.116324,49.287868,['Liam Gillick'],"The artwork consists of a running line of repeated text:
lyingontopofabuildingthecloudslookednonearerthanwhenIwaslyingonthestreet (lying on top of a building the clouds looked no nearer than when I was lying on the street…)
This phrase is repeated on the lower half of the 48-storey building, demarcating those floors that are occupied by the Fairmont Pacific Rim Hotel. The 2’ high stainless steel letters stand proud of the building’s façade along narrow concrete fins that sharply turn and wrap the building’s most public corner.",“This artwork is designed for this specific location. Working closely with the architects and the curator/organiser of the project the extension of the concrete floor plan of the building was identified as a location for a text work. Having experimented with a number of different possibilities I decided to work with a text that could work on two sides of the building – a form of call and response rather than question and answer. The work is intended as a self-conscious reflection upon the idea of development and demonstrates a simple yet evocative response to the notion of progress and achievement. Much of my work deals with the semiotics of the built world. It tries to find a contingent position in between the idea of development and urbanism. The work is both a truism and a statement of desire.”,"1011 W Cordova, Vancouver",https://app.vancouver.ca/publicart_net/Img/jpg/543.jpg
Traffic Circles," ""traffic circles""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=282&Neighbourhood=&Ownership=&Program=, -123.057708,49.286618,['Shauna Gillies Smith'],Large boulders are installed as traffic circles in three intersections.  Reflectors are distributed on a 6'x6' grid throughout the intersection.,Rocks are objects and obstructions.  They are 'super nature' and their scale and siting are what raises them beyond being just rocks....  The context around them may be what appears strange.," Garden Dr. at Oxford, Cambridge and Eton Sts.",https://app.vancouver.ca/publicart_net/Img/jpg/282.jpg
Public Service/Private Step," ""Environment Canada and Oceans & Fisheries Building""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=389&Neighbourhood=&Ownership=&Program=, -123.117523,49.287072,['Alan Storey'],"In this piece Storey reveals the inner workings of the building by mimicing the activity of the elevators. In a structure in front of the building, rectangular boxes travel up and down the poles and an LED screen reveals the footprints of the people inside the building as they travel up and down between floors.","""From the ground up the work is sited upon the oval of reclaimed 'Customs House'  black granite on the corner of Pender and Burrard. The granite shall be set in an east/west linear pattern, except for an inner oval directly under the artwork that will be cut and set in a specific pattern corresponding to the delineation of the elements of the piece.  The structure of the artwork is a series of 10""x10""x60' steel columns that are arranged in such a way as to delineate a scaled down relationship to the 5 elevator shafts in the core of the building. The 5 elevator cars are represented in their respective positions on the columns. An interface with the actual elevator system in the building will cause the artwork cars to glide up and down the columns in exact co-relation to the real cars, ie, if only elevator #2 is used, and it is taken to the 16th floor, the artwork will respond accordingly, while the remaining cars stay idle.  Next, in each car in the building, placed under the pumpkin coloured carpet, will be a multi-contact membrane switch that will pick up the various passengers' foot prints as they stand or walk in the car, and transmit them out to an LED matrix screen on the underside of each corresponding artwork car.  So, from a standing position on the plaza, an observer would be able to look up and see the movement and use of the inner workings of the building represented in a formal yet abstracted public realm."" A.Storey, December 2001",401 Burrard Street,https://app.vancouver.ca/publicart_net/Img/jpg/389.jpg
